,Unnamed: 0,docid,text_data,dupe_count
292,2092459,7860323,"Why is this even something that we are considering today? Every step we take as a nation, we seem to take two steps back. Advancing healthcare only to take it away, making environmentally friendly regulation only to defund it, emphasizing education only to put corrupt leaders in charge, working towards a LGBT friendly country only to pass bathroom laws and support discrimination, etc. etc.

And look at us now. We are fighting for yet another freedom. A country all about freedoms is forcing Americans to fight for them. Why not spend all of our energy making this country great like this supposed Administration was supposed to do, instead of creating legislation that will harm Americans?

The only reason I see this up for debate is the amount of lobbying Comcast, AT&T, and Friends have done to let them control the consumer and hold them hostage unless they fork up more money. Are you really going to let that happen? It doesn't affect just me and every other Average Joe out there, it affects EVERYONE, including you. 

I, for one, am appalled that I live in a country where I have to continually fight for freedoms that should never have been in question. I hate that this is what we've become and I am terrified of not only this, but what's to come later on down the road. I hope that you do the right thing and reinforce net neutrality, not repeal it.

Best Regards,
Dustin
Dustin Banbury",-1.0
295,346403,903608,"Net neutrality is needed for EVERYONE --
Net neutrality is needed for OUR REPUBLIC --
Net neutrality is needed for OUR WORLD.",-1.0
296,1814855,7284355,"The internet is a platform for every man woman and child to learn, play, and educate themselves on world events. We dont want you to change that thanks.",-1.0
304,2093139,7861922,"I support Title II regulation for Internet Service Providers.  As a remote worker, I rely on my home Internet connection not only for entertainment, but for my livelihood.  For me, that connection is the conduit between me, my company, and our customers.  I am frequently required to move large files from customers to my employer, and Comcast is the single ISP in my area capable of providing the sort of bandwidth and performance my job requires.  As such, I am completely at Comcast's mercy without strong regulation from the FCC.  

As I am sure the commission is well aware, Comcast is consistently ranked among the very bottom performers in customer satisfaction across all consumer industries year after year, yet they are the nation's largest ISP.  I think that demonstrates more clearly than anything else could that there is not adequate competition in this space to ensure consumers' interests without strong regulation.

ISPs may compete with one another over territory, but there is very little real competition for individual customers within those territories, and this is why ISPs feel emboldened to enact anti-consumer policies without fear of losing customers to their competitors.  If the FCC vacates its responsibilities for protecting consumers from the excesses  of these policies; individuals, businesses, and ultimately our economy will be harmed.",-1.0
305,2880648,13337236,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Kimberly Reed",-1.0
308,258729,479373,Current Net Neutrality rules must not be repealed.   Do what is right for all the consumers rather than repeal which only helps the Giant Telecom companies.  Put the interest of the American people over a few large corporations.,-1.0
310,1695516,6421618,KEEP NET NEUTRALITY IN PLACE. KEEP THE INTERNET OPEN AND FAIR.,-1.0
312,2171944,8035739,"The FCC should ensure a fair and open Internet for everyone, protect this freedom!",-1.0
313,1731004,6540977,Please keep Net Neutrality. There is no good to come from not having it. Thank you.,-1.0
318,1657365,5022790,"The internet, like the postal service, provides a democratic service to our citizenry with equal access for all. As we now depend on the internet to provide services and access information, it should remain neutral. Granting governance of the internet to corporations would further threaten our democratic ideals by empowering a few elite groups at the expense of many. ",-1.0
319,1735041,7061754,"I wanted to write to express how important it is to me that net netrality exists. Allowing ISP's to curate the internet because they have been paid will be a massive detriment to society. Please do not allow this to happen and make it so ISP's are simply a ""dumb pipe"" that get paid by delivering the internet not by delivering the highest paid internet. No throttling, blocking, or prioritization should happen on either home, work, or mobile devices. 
Thanks!",-1.0
